seller_id,order_volume_perf,late_rate,severe_late_rate,avg_delay,revenue,avg_review,low_review_rate,review_variance,order_volume_rev,seller_risk_index
440dd6ab244315c632130ecfb63827b1,94,0.12631578947368421,0.10526315789473684,-10.717391304347826,16173.68,3.851063829787234,0.15789473684210525,1.956074124914208,94,0.14936822139358566
dd7ddc04e1b6c2c614352b383efe2d36,122,0.1258741258741259,0.1048951048951049,-7.47887323943662,16061.36,3.75,0.20279720279720279,2.116906474820144,122,0.16152786647403916
75d34ebb1bd0bd7dde40dd507b8169c3,62,0.125,0.06944444444444445,-16.388059701492537,21543.25,3.8194444444444446,0.2361111111111111,2.319053208137716,62,0.13559350013645013
23613d49c3ac2bd302259e55c06c050c,70,0.125,0.075,-10.746835443037975,8924.35,3.6666666666666665,0.2875,2.718614718614719,70,0.14531863217186305
8e6d7754bc7e0f22c96d255ebda59eba,85,0.12213740458015267,0.061068702290076333,-5.815384615384615,76242.39,2.9689922480620154,0.45038167938931295,3.124031007751938,85,0.18324144100347275
855668e0971d4dfd7bef1b6a4133b41b,312,0.12195121951219512,0.0975609756097561,-8.349358974358974,42439.39,3.717391304347826,0.24085365853658536,2.3715969118244624,312,0.18850759290033303
7ad32824caee82087b3e2e5f33b1bf32,151,0.11956521739130435,0.09239130434782608,-9.955555555555556,35400.06,3.787709497206704,0.20108695652173914,2.15692674659469,151,0.15858696847419387
3df020b72d3d44b3af9d110fa3940b65,55,0.1188118811881188,0.039603960396039604,-10.267326732673267,17550.45,3.9504950495049505,0.16831683168316833,2.0275247524752484,55,0.12106320874391427
643214e62b870443ccbe55ab29a4dccf,66,0.11764705882352941,0.04411764705882353,-10.136363636363637,4313.43,4.432835820895522,0.04411764705882353,0.8249660786974218,66,0.11159215904107536
7e3f87d16fb353f408d467e74fbd8014,92,0.11702127659574468,0.05319148936170213,-9.75268817204301,6540.55,4.127659574468085,0.11702127659574468,1.6824525280256233,92,0.12850153202238612
2e90cb1677d35cfe24eef47d441b7c87,127,0.11678832116788321,0.08029197080291971,-10.153284671532846,19636.47,4.036496350364963,0.1678832116788321,2.0648346930012886,127,0.1403842391007484
7aa4334be125fcdd2ba64b3180029f14,217,0.11666666666666667,0.0875,-8.945147679324894,24439.79,4.054621848739496,0.1625,1.9759068184235726,217,0.15493210318836997
b33e7c55446eabf8fe1a42d037ac7d6d,152,0.11612903225806452,0.06451612903225806,-10.697368421052632,49510.15,4.15483870967742,0.14193548387096774,1.7421030582320902,152,0.14060230215072025
a416b6a846a11724393025641d4edd5e,162,0.11602209944751381,0.06629834254143646,-10.005681818181818,32997.9,4.1602209944751385,0.15469613259668508,2.024186617556784,162,0.1420567785085551
